# subscribed links TSV file

type	HousingKeywords	name	category	cities	isrent	issell	rentline	sellline
type	HousingCity	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingDistrict	city	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingNeighborhood	city	district	name	relatedrent1	relatedrent2	relatedrent3	relatedsell1	relatedsell2	relatedsell3	rentnum	tenantnum	sellnum

type	HousingHotCities	city1	city2	city3	city4	city5	city6	city7	city8	city9	city10	city11	city12	city13	city14

data	HousingHotCities	HHC001	北京	上海	广州	深圳	南京	重庆	天津	沈阳	成都	哈尔滨	苏州	杭州	武汉	青岛

data	HousingKeywords	HK000	房屋信息	出租	HHC001	HK000	HK000	HK000	HK000	房屋	房屋信息	房子	房子信息	看房	住房	找房子
data	HousingKeywords	HK001	租房	出租	HHC001	HK001		HK001		租房	求租	出租	出租房	租赁	租房信息	租屋	短租房	短期租房	房屋出租	出租房屋	房屋租赁	租房网	租房信息网	房屋求租	求租房屋	日租房	出租房源
data	HousingKeywords	HK002	找合租	合租	HHC001			HK002		合租	合租房	找合租	合租房源
data	HousingKeywords	HK003	二手房	出售	HHC001				HK003	二手房	卖房	卖屋	售房	售屋	二手房信息	2手房	2手房信息	找二手房	二手房网	二手房信息网	出售房源	二手房源	二手房房源
data	HousingNeighborhood	HN05283	杭州	上城区	天长小学	HN05310	HN05475		HN05310	HN05475		1	0	138	杭州天长小学	杭州上城区天长小学	杭州上城天长小学	杭州市天长小学	杭州市上城区天长小学	杭州市上城天长小学	天长小学	上城区天长小学	上城天长小学
data	HousingNeighborhood	HN07147	苏州		道前街	HN07088			HN07088			175	7	148	苏州道前街	苏州市道前街	道前街
data	HousingNeighborhood	HN00972	上海	长宁区	大家源新城	HN01004	HN01050	HN01302	HN01004	HN01050	HN01302	225	22	275	上海大家源新城	上海长宁区大家源新城	上海长宁大家源新城	上海市大家源新城	上海市长宁区大家源新城	上海市长宁大家源新城	大家源新城	长宁区大家源新城	长宁大家源新城
data	HousingNeighborhood	HN00530	上海	浦东新区	仁恒滨江园	HN00877	HN00725	HN00819	HN00877	HN00507	HN00664	1245	1	2329	上海仁恒滨江园	上海浦东新区仁恒滨江园	上海浦东仁恒滨江园	上海市仁恒滨江园	上海市浦东新区仁恒滨江园	上海市浦东仁恒滨江园	仁恒滨江园	浦东新区仁恒滨江园	浦东仁恒滨江园
data	HousingNeighborhood	HN04859	广州	海珠区	祈乐苑	HN04904	HN04808	HN04893	HN04904	HN04808	HN04893	258	5	118	广州祈乐苑	广州海珠祈乐苑	广州海珠区祈乐苑	广州市祈乐苑	广州市海珠祈乐苑	广州市海珠区祈乐苑	祈乐苑	海珠祈乐苑	海珠区祈乐苑
data	HousingNeighborhood	HN03730	北京	通州区	垡头	HN02842	HN02830	HN02809	HN02842	HN02902	HN02809	956	233	1854	北京垡头	北京通州垡头	北京通州区垡头	北京市垡头	北京市通州垡头	北京市通州区垡头	垡头	通州垡头	通州区垡头
data	HousingNeighborhood	HN04047	合肥		桐城路	HN04055	HN04065	HN04041	HN04065	HN04041	HN04044	1506	86	2006	合肥桐城路	合肥市桐城路	桐城路
data	HousingNeighborhood	HN02970	北京	朝阳区	高碑店	HN02842	HN02838	HN02904	HN02842	HN02838	HN03587	1647	212	7878	北京高碑店	北京朝阳高碑店	北京朝阳区高碑店	北京市高碑店	北京市朝阳高碑店	北京市朝阳区高碑店	高碑店	朝阳高碑店	朝阳区高碑店
data	HousingNeighborhood	HN03109	北京	海淀区	天香颐	HN03636			HN03636			11	35	0	北京天香颐	北京海淀天香颐	北京海淀区天香颐	北京市天香颐	北京市海淀天香颐	北京市海淀区天香颐	天香颐	海淀天香颐	海淀区天香颐
data	HousingNeighborhood	HN04824	广州		顺德区	HN04683	HN04792	HN04921	HN04921	HN04683	HN04823	56	0	2096	广州顺德区	广州市顺德区	顺德区
data	HousingNeighborhood	HN04981	广州	花都区	东风路	HN04683	HN04951	HN04717	HN04683	HN04951	HN04717	210	28	84	广州东风路	广州花都区东风路	广州花都东风路	广州市东风路	广州市花都区东风路	广州市花都东风路	花都区东风路	花都东风路
data	HousingNeighborhood	HN01380	上海	黄浦区	制造局路	HN00294	HN00297	HN01413	HN00294	HN00297	HN01413	282	30	540	上海制造局路	上海黄浦制造局路	上海黄浦区制造局路	上海市制造局路	上海市黄浦制造局路	上海市黄浦区制造局路	制造局路	黄浦制造局路	黄浦区制造局路
data	HousingNeighborhood	HN00217	上海	徐汇区	汇翠花园	HN00294	HN01410	HN00272	HN00294	HN01410	HN00339	469	2	992	上海汇翠花园	上海徐汇区汇翠花园	上海徐汇汇翠花园	上海市汇翠花园	上海市徐汇区汇翠花园	上海市徐汇汇翠花园	汇翠花园	徐汇区汇翠花园	徐汇汇翠花园
data	HousingNeighborhood	HN03091	北京	海淀区	国兴家园	HN03424	HN03416	HN03725	HN03424	HN03416	HN03725	153	28	693	北京国兴家园	北京海淀国兴家园	北京海淀区国兴家园	北京市国兴家园	北京市海淀国兴家园	北京市海淀区国兴家园	国兴家园	海淀国兴家园	海淀区国兴家园
data	HousingNeighborhood	HN07157	西安	临潼区	华清路	HN07168			HN07168			27	0	203	西安华清路	西安临潼区华清路	西安临潼华清路	西安市华清路	西安市临潼区华清路	西安市临潼华清路	华清路	临潼区华清路	临潼华清路
data	HousingNeighborhood	HN01614	北京	东城区	竹竿胡同	HN01583	HN01609	HN01581	HN01583	HN01609	HN01581	256	15	313	北京东城区竹竿胡同	北京竹竿胡同	北京东城竹竿胡同	北京市东城区竹竿胡同	北京市竹竿胡同	北京市东城竹竿胡同	东城区竹竿胡同	竹竿胡同	东城竹竿胡同
data	HousingNeighborhood	HN04086	哈尔滨		芦家街	HN04073			HN04073			267	42	73	哈尔滨芦家街	哈尔滨市芦家街	芦家街
data	HousingNeighborhood	HN05887	深圳	南山区	天鹅堡	HN06181	HN06011	HN05846	HN06181	HN06011	HN05846	284	1	780	深圳天鹅堡	深圳南山区天鹅堡	深圳南山天鹅堡	深圳市天鹅堡	深圳市南山区天鹅堡	深圳市南山天鹅堡	天鹅堡	南山区天鹅堡	南山天鹅堡
data	HousingNeighborhood	HN07204	西安	雁塔区	凯丽大厦	HN07219	HN07224		HN07219	HN07224		187	3	13	西安凯丽大厦	西安雁塔凯丽大厦	西安雁塔区凯丽大厦	西安市凯丽大厦	西安市雁塔凯丽大厦	西安市雁塔区凯丽大厦	凯丽大厦	雁塔凯丽大厦	雁塔区凯丽大厦
data	HousingNeighborhood	HN01382	上海	黄浦区	十六铺	HN00877	HN01389	HN00064	HN00877	HN01389	HN00064	22	12	87	上海十六铺	上海黄浦十六铺	上海黄浦区十六铺	上海市十六铺	上海市黄浦十六铺	上海市黄浦区十六铺	十六铺	黄浦十六铺	黄浦区十六铺
data	HousingNeighborhood	HN06825	石家庄		燕港新村	HN06833	HN06872		HN06833	HN06872		230	5	389	石家庄燕港新村	石家庄市燕港新村	燕港新村
data	HousingNeighborhood	HN06195	深圳	福田区	中银大厦	HN06673	HN06429	HN06435	HN06673	HN06429	HN06435	154	32	27	深圳中银大厦	深圳福田区中银大厦	深圳福田中银大厦	深圳市中银大厦	深圳市福田区中银大厦	深圳市福田中银大厦	中银大厦	福田区中银大厦	福田中银大厦
data	HousingNeighborhood	HN04828	广州	海珠区	佳信花园	HN04904	HN04792	HN04892	HN04904	HN04792	HN04892	86	2	115	广州佳信花园	广州海珠佳信花园	广州海珠区佳信花园	广州市佳信花园	广州市海珠佳信花园	广州市海珠区佳信花园	佳信花园	海珠佳信花园	海珠区佳信花园
data	HousingNeighborhood	HN05594	武汉		同成广场	HN05729	HN05672	HN05705	HN05729	HN05672	HN05705	134	0	199	武汉同成广场	武汉市同成广场	同成广场
data	HousingNeighborhood	HN01099	上海	闵行区	望族新苑	HN00294	HN01156	HN01176	HN00294	HN01191	HN01156	343	156	585	上海望族新苑	上海闵行望族新苑	上海闵行区望族新苑	上海市望族新苑	上海市闵行望族新苑	上海市闵行区望族新苑	望族新苑	闵行望族新苑	闵行区望族新苑
data	HousingNeighborhood	HN06882	石家庄		长青路	HN06876	HN06830		HN06876	HN06830		279	10	211	石家庄长青路	石家庄市长青路
data	HousingNeighborhood	HN03392	北京	海淀区	文慧园路	HN03638	HN03379	HN03384	HN03638	HN03379	HN03384	195	51	111	北京文慧园路	北京海淀文慧园路	北京海淀区文慧园路	北京市文慧园路	北京市海淀文慧园路	北京市海淀区文慧园路	文慧园路	海淀文慧园路	海淀区文慧园路
data	HousingNeighborhood	HN03915	南京	鼓楼区	大方巷	HN03942	HN03931	HN03918	HN03942	HN03931	HN03918	484	14	59	南京大方巷	南京鼓楼大方巷	南京鼓楼区大方巷	南京市大方巷	南京市鼓楼大方巷	南京市鼓楼区大方巷	大方巷	鼓楼大方巷	鼓楼区大方巷
data	HousingNeighborhood	HN04963	广州	白云区	水边街	HN04683	HN04961	HN04950	HN04961	HN04683	HN04950	10	0	38	广州水边街	广州白云水边街	广州白云区水边街	广州市水边街	广州市白云水边街	广州市白云区水边街	水边街	白云水边街	白云区水边街
data	HousingNeighborhood	HN00579	上海	浦东新区	张杨花苑	HN00494	HN00784	HN00775	HN00494	HN00784	HN00775	21	1	122	上海张杨花苑	上海浦东新区张杨花苑	上海浦东张杨花苑	上海市张杨花苑	上海市浦东新区张杨花苑	上海市浦东张杨花苑	张杨花苑	浦东新区张杨花苑	浦东张杨花苑
data	HousingNeighborhood	HN07481	青岛	市北区	利津路							192	39	439	青岛利津路	青岛市北区利津路	青岛市北利津路	青岛市利津路	青岛市市北区利津路	青岛市市北利津路	市北区利津路	市北利津路
data	HousingNeighborhood	HN06003	深圳	南山区	东滨路	HN06673	HN06181	HN06050	HN06050	HN06673	HN06181	1573	71	1444	深圳东滨路	深圳南山区东滨路	深圳南山东滨路	深圳市东滨路	深圳市南山区东滨路	深圳市南山东滨路	东滨路	南山区东滨路	南山东滨路
data	HousingNeighborhood	HN00146	上海	徐汇区	丁香园	HN01155	HN00303	HN00321	HN01155	HN00321	HN00307	158	5	171	上海丁香园	上海徐汇区丁香园	上海徐汇丁香园	上海市丁香园	上海市徐汇区丁香园	上海市徐汇丁香园	丁香园	徐汇区丁香园	徐汇丁香园
data	HousingNeighborhood	HN00689	上海	浦东新区	锦城大厦	HN00877	HN00724	HN00721	HN00877	HN00724	HN00721	54	0	54	上海锦城大厦	上海浦东新区锦城大厦	上海浦东锦城大厦	上海市锦城大厦	上海市浦东新区锦城大厦	上海市浦东锦城大厦	锦城大厦	浦东新区锦城大厦	浦东锦城大厦
data	HousingNeighborhood	HN02063	北京	崇文区	北花市大街	HN02070	HN02074	HN01986	HN02070	HN02074	HN01986	15	1	25	北京北花市大街	北京崇文区北花市大街	北京崇文北花市大街	北京市北花市大街	北京市崇文区北花市大街	北京市崇文北花市大街	北花市大街	崇文区北花市大街	崇文北花市大街
data	HousingNeighborhood	HN07531	青岛	市南区	金都花园	HN07555	HN07514	HN07508	HN07555	HN07514	HN07539	2605	2	869	青岛金都花园	青岛市南区金都花园	青岛市南金都花园	青岛市金都花园	青岛市市南区金都花园	青岛市市南金都花园	金都花园	市南区金都花园	市南金都花园
data	HousingNeighborhood	HN05512	杭州	西湖区	星洲花园	HN05556	HN05550	HN05418	HN05550	HN05556	HN05518	98	2	1186	杭州星洲花园	杭州西湖星洲花园	杭州西湖区星洲花园	杭州市星洲花园	杭州市西湖星洲花园	杭州市西湖区星洲花园	星洲花园	西湖星洲花园	西湖区星洲花园
data	HousingNeighborhood	HN02753	北京	朝阳区	陈经纶中学	HN02842	HN02899	HN02793	HN02899	HN02793	HN02842	173	1	397	北京陈经纶中学	北京朝阳陈经纶中学	北京朝阳区陈经纶中学	北京市陈经纶中学	北京市朝阳陈经纶中学	北京市朝阳区陈经纶中学	陈经纶中学	朝阳陈经纶中学	朝阳区陈经纶中学
data	HousingNeighborhood	HN03706	北京	通州区	西上园	HN02842	HN03735	HN03687	HN02842	HN03687	HN03735	290	54	1438	北京西上园	北京通州西上园	北京通州区西上园	北京市西上园	北京市通州西上园	北京市通州区西上园	西上园	通州西上园	通州区西上园
data	HousingNeighborhood	HN01715	北京	丰台区	未来假日花园	HN01819	HN01850	HN03635	HN01819	HN01850	HN01826	15	0	236	北京未来假日花园	北京丰台未来假日花园	北京丰台区未来假日花园	北京市未来假日花园	北京市丰台未来假日花园	北京市丰台区未来假日花园	未来假日花园	丰台未来假日花园	丰台区未来假日花园
data	HousingNeighborhood	HN07106	苏州		宝带东路	HN07145	HN06975	HN07101	HN06975	HN07145	HN07101	652	37	437	苏州宝带东路	苏州市宝带东路	宝带东路
data	HousingNeighborhood	HN03596	北京	西城区	二七剧场路	HN03605	HN03625	HN03626	HN03605	HN03625	HN03626	145	5	136	北京西城区二七剧场路	北京二七剧场路	北京西城二七剧场路	北京市西城区二七剧场路	北京市二七剧场路	北京市西城二七剧场路	西城区二七剧场路	二七剧场路	西城二七剧场路
data	HousingNeighborhood	HN02464	北京	朝阳区	大西洋新城	HN02899	HN02943	HN02387	HN02899	HN02943	HN02879	618	19	3390	北京大西洋新城	北京朝阳大西洋新城	北京朝阳区大西洋新城	北京市大西洋新城	北京市朝阳大西洋新城	北京市朝阳区大西洋新城	大西洋新城	朝阳大西洋新城	朝阳区大西洋新城
data	HousingNeighborhood	HN00018	上海	南汇区	建中路	HN00782	HN00786	HN00880	HN00782	HN00880	HN00786	624	56	648	上海建中路	上海南汇建中路	上海南汇区建中路	上海市建中路	上海市南汇建中路	上海市南汇区建中路	建中路	南汇建中路	南汇区建中路
data	HousingNeighborhood	HN06058	深圳	南山区	龙城路	HN06181	HN06050	HN06016	HN06050	HN06181	HN06009	1486	24	1448	深圳龙城路	深圳南山区龙城路	深圳南山龙城路	深圳市龙城路	深圳市南山区龙城路	深圳市南山龙城路	龙城路	南山区龙城路	南山龙城路
data	HousingNeighborhood	HN07028	苏州		滨河花园	HN07094	HN07008	HN07014	HN07008	HN07014	HN07094	1533	7	1436	苏州滨河花园	苏州市滨河花园	滨河花园
data	HousingNeighborhood	HN05527	杭州	西湖区	翠苑三区	HN05556	HN05554	HN05389	HN05556	HN05389	HN05554	627	38	1097	杭州翠苑三区	杭州西湖翠苑三区	杭州西湖区翠苑三区	杭州市翠苑三区	杭州市西湖翠苑三区	杭州市西湖区翠苑三区	翠苑三区	西湖翠苑三区	西湖区翠苑三区
data	HousingNeighborhood	HN07484	青岛	市北区	华阳路	HN07504			HN07504			173	27	627	青岛华阳路	青岛市北区华阳路	青岛市北华阳路	青岛市华阳路	青岛市市北区华阳路	青岛市市北华阳路	华阳路	市北区华阳路	市北华阳路
data	HousingNeighborhood	HN06967	苏州		名城花园	HN07126	HN07127	HN07103	HN07127	HN07126	HN07103	2524	9	3842	苏州名城花园	苏州市名城花园	名城花园
data	HousingNeighborhood	HN04805	广州	天河区	棠德南路	HN04803	HN04683	HN04804	HN04683	HN04815	HN04929	771	28	281	广州棠德南路	广州天河区棠德南路	广州天河棠德南路	广州市棠德南路	广州市天河区棠德南路	广州市天河棠德南路	棠德南路	天河区棠德南路	天河棠德南路
data	HousingNeighborhood	HN04169	天津	南开区	天津大学	HN04270	HN04256	HN04297	HN04263	HN04270	HN04591	285	48	81	天津天津大学	天津南开天津大学	天津南开区天津大学	天津市天津大学	天津市南开天津大学	天津市南开区天津大学	天津大学	南开天津大学	南开区天津大学
data	HousingNeighborhood	HN04933	广州	番禺区	沙园	HN04904	HN04808	HN04929	HN04904	HN04808	HN04929	22	9	93	广州沙园	广州番禺沙园	广州番禺区沙园	广州市沙园	广州市番禺沙园	广州市番禺区沙园	沙园	番禺沙园	番禺区沙园
data	HousingNeighborhood	HN04281	天津	和平区	天赐园	HN04177	HN04482	HN04285	HN04177	HN04285	HN04429	788	0	151	天津天赐园	天津和平天赐园	天津和平区天赐园	天津市天赐园	天津市和平天赐园	天津市和平区天赐园	天赐园	和平天赐园	和平区天赐园
data	HousingNeighborhood	HN00112	上海	宝山区	三泉路	HN01224	HN01216	HN00091	HN01224	HN00091	HN01227	162	82	1640	上海三泉路	上海宝山三泉路	上海宝山区三泉路	上海市三泉路	上海市宝山三泉路	上海市宝山区三泉路	三泉路	宝山三泉路	宝山区三泉路
data	HousingNeighborhood	HN01409	上海	黄浦区	紫霞路	HN01389	HN01414	HN01376	HN01389	HN00097	HN01414	91	0	196	上海紫霞路	上海黄浦紫霞路	上海黄浦区紫霞路	上海市紫霞路	上海市黄浦紫霞路	上海市黄浦区紫霞路	紫霞路	黄浦紫霞路	黄浦区紫霞路
data	HousingNeighborhood	HN01954	北京	宣武区	红莲中里	HN01989	HN02004	HN01796	HN01989	HN01796	HN02004	239	45	204	北京红莲中里	北京宣武区红莲中里	北京宣武红莲中里	北京市红莲中里	北京市宣武区红莲中里	北京市宣武红莲中里	红莲中里	宣武区红莲中里	宣武红莲中里
data	HousingNeighborhood	HN01078	上海	闵行区	名都新城	HN00294	HN01150	HN01185	HN00294	HN01150	HN01185	615	145	1186	上海名都新城	上海闵行名都新城	上海闵行区名都新城	上海市名都新城	上海市闵行名都新城	上海市闵行区名都新城	名都新城	闵行名都新城	闵行区名都新城
data	HousingNeighborhood	HN04739	广州	天河区	珠江俊园	HN04788	HN04683	HN04792	HN04788	HN04683	HN04712	19	1	166	广州珠江俊园	广州天河区珠江俊园	广州天河珠江俊园	广州市珠江俊园	广州市天河区珠江俊园	广州市天河珠江俊园	珠江俊园	天河区珠江俊园	天河珠江俊园
data	HousingNeighborhood	HN00854	上海	浦东新区	菏泽路	HN00877	HN00874	HN00741	HN00877	HN00741	HN00874	41	25	190	上海菏泽路	上海浦东新区菏泽路	上海浦东菏泽路	上海市菏泽路	上海市浦东新区菏泽路	上海市浦东菏泽路	菏泽路	浦东新区菏泽路	浦东菏泽路
data	HousingNeighborhood	HN03608	北京	西城区	安德路	HN03638	HN02861	HN01599	HN03638	HN02861	HN01599	809	178	759	北京西城区安德路	北京安德路	北京西城安德路	北京市西城区安德路	北京市安德路	北京市西城安德路	西城区安德路	安德路	西城安德路
data	HousingNeighborhood	HN01219	上海	闸北区	中华新路	HN01251	HN01224	HN01216	HN01258	HN01224	HN01251	108	12	419	上海中华新路	上海闸北中华新路	上海闸北区中华新路	上海市中华新路	上海市闸北中华新路	上海市闸北区中华新路	中华新路	闸北中华新路	闸北区中华新路
data	HousingNeighborhood	HN06752	珠海		五洲花城	HN06805	HN06800	HN06798	HN06805	HN06798	HN06800	261	1	212	珠海五洲花城	珠海市五洲花城	五洲花城
data	HousingNeighborhood	HN01011	上海	长宁区	动物园	HN00294	HN00877	HN00329	HN00877	HN00294	HN00329	78	38	304	上海动物园	上海长宁区动物园	上海长宁动物园	上海市动物园	上海市长宁区动物园	上海市长宁动物园	长宁区动物园	长宁动物园
data	HousingNeighborhood	HN01849	北京	丰台区	马官营	HN03342	HN01796	HN03636	HN03342	HN01796	HN03636	44	7	19	北京马官营	北京丰台马官营	北京丰台区马官营	北京市马官营	北京市丰台马官营	北京市丰台区马官营	马官营	丰台马官营	丰台区马官营
data	HousingNeighborhood	HN02938	北京	朝阳区	红庙	HN02842	HN02840	HN02779	HN02842	HN02902	HN02840	8235	1046	5192	北京红庙	北京朝阳红庙	北京朝阳区红庙	北京市红庙	北京市朝阳红庙	北京市朝阳区红庙	红庙	朝阳红庙	朝阳区红庙
data	HousingNeighborhood	HN00408	上海	普陀区	祁连山南路	HN00145	HN00410	HN00091	HN00145	HN00410	HN00091	283	80	1876	上海祁连山南路	上海普陀祁连山南路	上海普陀区祁连山南路	上海市祁连山南路	上海市普陀祁连山南路	上海市普陀区祁连山南路	祁连山南路	普陀祁连山南路	普陀区祁连山南路
data	HousingNeighborhood	HN06956	苏州		先奇园	HN06979	HN07086	HN07102	HN07086	HN06979	HN07102	122	18	459	苏州先奇园	苏州市先奇园	先奇园
data	HousingNeighborhood	HN00183	上海	徐汇区	宜仕怡家	HN00294	HN01410	HN00262	HN00294	HN01410	HN00262	83	24	277	上海宜仕怡家	上海徐汇区宜仕怡家	上海徐汇宜仕怡家	上海市宜仕怡家	上海市徐汇区宜仕怡家	上海市徐汇宜仕怡家	宜仕怡家	徐汇区宜仕怡家	徐汇宜仕怡家
data	HousingNeighborhood	HN03163	北京	海淀区	晋元庄	HN03624	HN03512	HN03493	HN03624	HN03512	HN03493	117	10	78	北京晋元庄	北京海淀晋元庄	北京海淀区晋元庄	北京市晋元庄	北京市海淀晋元庄	北京市海淀区晋元庄	晋元庄	海淀晋元庄	海淀区晋元庄
data	HousingNeighborhood	HN02376	北京	朝阳区	华纺易城	HN02842	HN02902	HN01581	HN02842	HN02902	HN02903	811	106	3148	北京华纺易城	北京朝阳华纺易城	北京朝阳区华纺易城	北京市华纺易城	北京市朝阳华纺易城	北京市朝阳区华纺易城	华纺易城	朝阳华纺易城	朝阳区华纺易城
data	HousingNeighborhood	HN00245	上海	徐汇区	鑫隆花园	HN00305	HN00342	HN00257	HN00305	HN00257	HN00342	16	19	84	上海鑫隆花园	上海徐汇区鑫隆花园	上海徐汇鑫隆花园	上海市鑫隆花园	上海市徐汇区鑫隆花园	上海市徐汇鑫隆花园	鑫隆花园	徐汇区鑫隆花园	徐汇鑫隆花园
data	HousingNeighborhood	HN03610	北京	西城区	宣武门	HN01989	HN02004	HN03635	HN01989	HN02004	HN01805	4367	156	6382	北京西城区宣武门	北京宣武门	北京西城宣武门	北京市西城区宣武门	北京市宣武门	北京市西城宣武门	西城区宣武门	宣武门	西城宣武门
data	HousingNeighborhood	HN02338	北京	朝阳区	北京GOLF公寓	HN02840	HN02902	HN01581	HN02902	HN02840	HN02903	10	0	103	北京北京GOLF公寓	北京朝阳北京GOLF公寓	北京朝阳区北京GOLF公寓	北京市北京GOLF公寓	北京市朝阳北京GOLF公寓	北京市朝阳区北京GOLF公寓	北京GOLF公寓	朝阳北京GOLF公寓	朝阳区北京GOLF公寓
data	HousingNeighborhood	HN06148	深圳	宝安区	北环路	HN06673	HN06181	HN06438	HN06673	HN06438	HN06181	313	25	307	深圳北环路	深圳宝安区北环路	深圳宝安北环路	深圳市北环路	深圳市宝安区北环路	深圳市宝安北环路	宝安区北环路	宝安北环路
data	HousingNeighborhood	HN02086	北京	崇文区	龙潭湖	HN02842	HN02809	HN01819	HN02842	HN01819	HN02809	782	42	2030	北京龙潭湖	北京崇文区龙潭湖	北京崇文龙潭湖	北京市龙潭湖	北京市崇文区龙潭湖	北京市崇文龙潭湖	龙潭湖	崇文区龙潭湖	崇文龙潭湖
data	HousingNeighborhood	HN04399	天津	河北区	中山北路	HN04416	HN04412	HN04400	HN04407	HN04416	HN04412	141	6	95	天津中山北路	天津河北中山北路	天津河北区中山北路	天津市中山北路	天津市河北中山北路	天津市河北区中山北路	河北中山北路	河北区中山北路
data	HousingNeighborhood	HN00526	上海	浦东新区	丽都成品	HN00877	HN00780	HN00741	HN00877	HN00741	HN00780	86	24	463	上海丽都成品	上海浦东新区丽都成品	上海浦东丽都成品	上海市丽都成品	上海市浦东新区丽都成品	上海市浦东丽都成品	丽都成品	浦东新区丽都成品	浦东丽都成品
data	HousingNeighborhood	HN04999	广州	荔湾区	下九路	HN04683	HN04985	HN05002	HN04683	HN04985	HN05002	71	4	86	广州下九路	广州荔湾下九路	广州荔湾区下九路	广州市下九路	广州市荔湾下九路	广州市荔湾区下九路	下九路	荔湾下九路	荔湾区下九路
